"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 226 -1.3147452327737e-05 0.000654066103395035 0.205047376273745
2 226 296 1.14176321070617e-05 0.000419400373233182 0.131480511974726
3 296 301 -0.000199867890141977 0.000448506759192972 0.140605259523769
4 301 331 9.99301593698899e-05 0.000468710442718972 0.146939041807498
5 331 366 -9.28295958273206e-05 0.000465684894155409 0.145990543190115
6 366 376 0.000128416565660442 0.000451892925038215 0.14166681036487
7 376 386 -0.000161137289719323 0.000711566383216603 0.223073507655908
8 386 390 0.000130227604636083 0.000520974818246291 0.163323735982653
