<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.GE,1,02/28/22,15:38,94.4300000,94.5100000,94.4300000,94.5100000,700
US1.GE,1,02/28/22,15:39,94.5100000,94.5100000,94.4800000,94.4800000,200
US1.GE,1,02/28/22,15:40,94.4400000,94.5000000,94.4400000,94.4400000,761
US1.GE,1,02/28/22,15:41,94.5300000,94.5700000,94.5300000,94.5700000,215
US1.GE,1,02/28/22,15:42,94.7000000,94.7600000,94.7000000,94.7600000,800
US1.GE,1,02/28/22,15:43,94.7400000,94.7700000,94.7400000,94.7700000,300
US1.GE,1,02/28/22,15:44,94.7400000,94.7700000,94.7400000,94.7600000,609
US1.GE,1,02/28/22,15:45,94.8600000,95.0000000,94.8600000,95.0000000,800
US1.GE,1,02/28/22,15:46,95.0600000,95.1900000,95.0600000,95.1400000,600
US1.GE,1,02/28/22,15:47,95.2500000,95.2600000,95.1650000,95.2200000,1012
US1.GE,1,02/28/22,15:48,95.2500000,95.3000000,95.1500000,95.1800000,1893
US1.GE,1,02/28/22,15:49,95.1800000,95.2300000,95.1700000,95.1700000,800
US1.GE,1,02/28/22,15:50,95.2600000,95.2600000,95.2100000,95.2500000,800
US1.GE,1,02/28/22,15:51,95.2300000,95.4700000,95.2300000,95.4200000,2847
US1.GE,1,02/28/22,15:52,95.4500000,95.4700000,95.3050000,95.3200000,1000
US1.GE,1,02/28/22,15:53,95.2950000,95.4200000,95.2900000,95.4200000,1013
US1.GE,1,02/28/22,15:54,95.3300000,95.4100000,95.2800000,95.2800000,700
US1.GE,1,02/28/22,15:55,95.2200000,95.3800000,95.2100000,95.3800000,909
US1.GE,1,02/28/22,15:56,95.4400000,95.5300000,95.4300000,95.4300000,1500
US1.GE,1,02/28/22,15:57,95.3700000,95.4500000,95.3700000,95.4500000,3508
US1.GE,1,02/28/22,15:58,95.4400000,95.4700000,95.4200000,95.4200000,1353
US1.GE,1,02/28/22,15:59,95.4300000,95.5800000,95.4200000,95.5700000,2150
US1.GE,1,02/28/22,16:00,95.5500000,95.5800000,95.4650000,95.4650000,6727
US1.GE,1,03/01/22,09:31,95.0000000,95.0000000,94.7000000,94.7500000,3700
US1.GE,1,03/01/22,09:32,94.9900000,94.9900000,94.9300000,94.9300000,600
US1.GE,1,03/01/22,09:33,94.9400000,95.1500000,94.9400000,95.0700000,2400
US1.GE,1,03/01/22,09:34,95.2200000,95.2200000,95.1200000,95.2000000,1731
US1.GE,1,03/01/22,09:35,95.3200000,95.3200000,95.1900000,95.1900000,600
US1.GE,1,03/01/22,09:36,95.4800000,95.7300000,95.4800000,95.7100000,5011
US1.GE,1,03/01/22,09:37,95.6600000,95.8000000,95.6500000,95.7800000,7619
US1.GE,1,03/01/22,09:38,95.7700000,95.8200000,95.6500000,95.6500000,3930
US1.GE,1,03/01/22,09:39,95.7100000,95.8300000,95.7100000,95.8300000,1794
US1.GE,1,03/01/22,09:40,95.8600000,96.0200000,95.8100000,95.8700000,5012
US1.GE,1,03/01/22,09:41,95.9400000,96.0100000,95.7500000,95.9000000,5274
US1.GE,1,03/01/22,09:42,95.9000000,95.9400000,95.7900000,95.8200000,5412
US1.GE,1,03/01/22,09:43,95.9400000,95.9400000,95.8200000,95.8300000,1899
US1.GE,1,03/01/22,09:44,95.8200000,95.8800000,95.7900000,95.7900000,2475
US1.GE,1,03/01/22,09:45,95.7200000,95.7200000,95.7200000,95.7200000,358
US1.GE,1,03/01/22,09:46,95.9300000,95.9300000,95.5800000,95.6000000,600
US1.GE,1,03/01/22,09:47,95.5100000,95.5100000,95.3800000,95.4100000,500
US1.GE,1,03/01/22,09:48,95.4300000,95.5200000,95.4200000,95.5200000,400
US1.GE,1,03/01/22,09:49,95.5700000,95.5700000,95.5000000,95.5000000,400
US1.GE,1,03/01/22,09:51,95.5600000,95.6200000,95.5600000,95.6200000,559
US1.GE,1,03/01/22,09:52,95.5900000,95.6000000,95.3500000,95.3500000,800
US1.GE,1,03/01/22,09:53,95.3500000,95.3500000,95.0300000,95.0300000,700
US1.GE,1,03/01/22,09:54,95.1900000,95.2100000,94.9900000,95.0300000,1141
US1.GE,1,03/01/22,09:55,95.1600000,95.1600000,95.1600000,95.1600000,100
US1.GE,1,03/01/22,09:56,95.0600000,95.0600000,95.0000000,95.0100000,600
US1.GE,1,03/01/22,09:57,94.8200000,95.0000000,94.7800000,95.0000000,1300
US1.GE,1,03/01/22,09:58,94.9700000,94.9700000,94.9000000,94.9100000,400
US1.GE,1,03/01/22,09:59,94.8800000,94.8800000,94.8400000,94.8400000,334
US1.GE,1,03/01/22,10:00,94.8900000,94.8900000,94.8900000,94.8900000,100
US1.GE,1,03/01/22,10:01,95.2100000,95.2200000,95.2100000,95.2200000,300
US1.GE,1,03/01/22,10:02,94.7500000,94.7500000,94.7500000,94.7500000,100
US1.GE,1,03/01/22,10:03,94.9000000,94.9000000,94.6900000,94.6900000,300
US1.GE,1,03/01/22,10:04,94.6900000,94.7500000,94.6900000,94.7500000,219
US1.GE,1,03/01/22,10:05,94.7300000,94.7300000,94.7300000,94.7300000,100
US1.GE,1,03/01/22,10:06,94.6800000,94.8400000,94.6800000,94.8400000,500
US1.GE,1,03/01/22,10:07,94.9900000,94.9900000,94.7500000,94.7500000,400
US1.GE,1,03/01/22,10:08,94.5600000,94.5600000,94.5600000,94.5600000,100
US1.GE,1,03/01/22,10:09,94.6800000,94.6800000,94.5000000,94.5000000,500
US1.GE,1,03/01/22,10:10,94.5400000,94.5800000,94.4900000,94.4900000,400
US1.GE,1,03/01/22,10:11,94.4000000,94.4000000,94.3050000,94.3300000,300
US1.GE,1,03/01/22,10:12,94.2800000,94.3100000,94.2800000,94.3100000,450
US1.GE,1,03/01/22,10:13,94.2500000,94.3000000,94.2500000,94.3000000,200
US1.GE,1,03/01/22,10:14,94.3600000,94.3900000,94.3600000,94.3600000,500
US1.GE,1,03/01/22,10:15,94.4400000,94.4400000,94.4400000,94.4400000,100
US1.GE,1,03/01/22,10:16,94.2900000,94.2900000,94.2500000,94.2500000,200
US1.GE,1,03/01/22,10:17,94.3700000,94.3700000,94.3200000,94.3200000,200
US1.GE,1,03/01/22,10:18,94.5000000,94.5900000,94.5000000,94.5500000,300
US1.GE,1,03/01/22,10:19,94.4700000,94.4700000,94.4500000,94.4500000,300
US1.GE,1,03/01/22,10:20,94.4100000,94.4100000,94.4000000,94.4000000,200
US1.GE,1,03/01/22,10:21,94.4800000,94.4800000,94.4800000,94.4800000,100
US1.GE,1,03/01/22,10:22,94.5700000,94.5700000,94.5400000,94.5700000,300
US1.GE,1,03/01/22,10:23,94.5900000,94.6000000,94.4200000,94.4200000,400
US1.GE,1,03/01/22,10:24,94.3900000,94.3900000,94.3900000,94.3900000,100
US1.GE,1,03/01/22,10:25,94.4300000,94.4300000,94.2400000,94.2400000,562
US1.GE,1,03/01/22,10:28,94.3000000,94.3000000,94.2800000,94.2800000,200
US1.GE,1,03/01/22,10:29,94.2200000,94.2200000,94.1600000,94.2000000,300
US1.GE,1,03/01/22,10:30,94.2000000,94.2100000,94.2000000,94.2100000,200
US1.GE,1,03/01/22,10:31,94.3100000,94.3100000,94.1800000,94.2200000,400
US1.GE,1,03/01/22,10:32,94.2800000,94.2900000,94.2100000,94.2100000,300
US1.GE,1,03/01/22,10:33,94.2700000,94.2700000,94.2400000,94.2400000,400
US1.GE,1,03/01/22,10:34,94.3400000,94.3400000,94.2700000,94.2700000,500
US1.GE,1,03/01/22,10:35,94.2100000,94.2100000,94.1100000,94.1100000,200
US1.GE,1,03/01/22,10:36,94.0600000,94.0600000,94.0600000,94.0600000,200
US1.GE,1,03/01/22,10:37,94.1900000,94.1900000,94.1900000,94.1900000,100
US1.GE,1,03/01/22,10:39,94.2000000,94.2000000,94.2000000,94.2000000,100
US1.GE,1,03/01/22,10:40,94.1500000,94.1600000,94.1500000,94.1500000,300
US1.GE,1,03/01/22,10:41,94.0000000,94.0100000,94.0000000,94.0100000,2973
US1.GE,1,03/01/22,10:42,93.9900000,93.9900000,93.9100000,93.9100000,1022
US1.GE,1,03/01/22,10:43,93.9000000,93.9000000,93.8100000,93.8100000,1022
US1.GE,1,03/01/22,10:45,93.8500000,93.9400000,93.8300000,93.8300000,400
US1.GE,1,03/01/22,10:46,93.8200000,93.8200000,93.7300000,93.7400000,300
