"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 31 8.1969719772752e-05 0.00199955366134817 0.626852897359785
2 31 36 -0.000982410160104783 0.00168740536834447 0.528995527658913
3 36 121 6.93811586351956e-06 0.00116566454078776 0.365431650506297
4 121 131 -0.000421858480688344 0.000488843822153035 0.153250784010694
5 131 146 0.000530008819692989 0.00090486063394773 0.283670561616491
6 146 281 2.3151600954384e-05 0.000793776452876826 0.248846069480488
7 281 390 0.00013842366203846 0.000791083974549133 0.271312864993238
