"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",1,1,"2022-04-11 15:39:00",53.9,51.5,0,0,"09:26","12-Apr"
"2",12,1,"2022-04-11 15:39:00",53.71,51.5,0,0,"09:31","12-Apr"
"3",22,1,"2022-04-11 15:39:00",53.97,51.5,0,0,"09:37","12-Apr"
"4",33,1,"2022-04-11 15:39:00",53.95,51.5,0,0,"09:42","12-Apr"
"5",44,1,"2022-04-11 15:39:00",53.78,51.5,0,0,"09:47","12-Apr"
"6",54,1,"2022-04-11 15:39:00",53.835,51.5,2.24,2.57,"09:53","12-Apr"
"7",65,1,"2022-04-11 15:39:00",53.685,51.5,2.31,2.55,"09:58","12-Apr"
"8",76,2,"2022-04-11 15:39:00",53.555,51.5,2.33,2.51,"10:03","12-Apr"
"9",87,2,"2022-04-11 15:39:00",53.46,51.5,2.26,2.43,"10:09","12-Apr"
"10",98,2,"2022-04-11 15:39:00",53.5592,51.5,2.14,2.39,"10:14","12-Apr"
"11",109,2,"2022-04-11 15:39:00",53.58,51.5,2.02,2.3,"10:19","12-Apr"
"12",119,1,"2022-04-11 15:39:00",53.705,51.5,1.96,2.15,"10:24","12-Apr"
"13",130,2,"2022-04-11 15:39:00",53.68,51.5,2.01,2.16,"10:30","12-Apr"
"14",141,2,"2022-04-11 15:39:00",53.65,51.5,2.06,2.15,"10:35","12-Apr"
"15",152,2,"2022-04-11 15:39:00",53.6541,51.5,2.12,2.4,"10:40","12-Apr"
"16",163,2,"2022-04-11 15:39:00",53.68,51.5,2.11,2.28,"10:46","12-Apr"
"17",173,1,"2022-04-11 15:39:00",53.695,51.5,2.14,2.24,"10:51","12-Apr"
"18",183,1,"2022-04-11 15:39:00",53.695,51.5,2.15,2.24,"10:56","12-Apr"
"19",194,2,"2022-04-11 15:39:00",53.665,51.5,2.13,2.24,"11:01","12-Apr"
"20",204,1,"2022-04-11 15:39:00",53.727,51.5,2.11,2.22,"11:07","12-Apr"
"21",214,1,"2022-04-11 15:39:00",53.795,51.5,2.14,2.29,"11:12","12-Apr"
"22",224,1,"2022-04-11 15:39:00",53.84,51.5,2.16,2.23,"11:17","12-Apr"
