"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",3,3,"2022-04-11 12:16:00",89.67,88,0,0,"09:26","12-Apr"
"2",13,4,"2022-04-11 12:16:00",89.445,88,0,0,"09:31","12-Apr"
"3",21,3,"2022-04-11 12:16:00",90.205,88,0,0,"09:37","12-Apr"
"4",29,2,"2022-04-11 12:16:00",91.05,88,0,0,"09:42","12-Apr"
"5",38,2,"2022-04-11 12:16:00",91.025,88,2.25,2.64,"09:47","12-Apr"
"6",47,2,"2022-04-11 12:16:00",91.12,88,2.05,2.53,"09:53","12-Apr"
"7",56,2,"2022-04-11 12:16:00",91.145,88,2.21,3.45,"09:58","12-Apr"
"8",65,2,"2022-04-11 12:16:00",91.13,88,2.78,3.45,"10:03","12-Apr"
"9",74,2,"2022-04-11 12:16:00",91.15,88,3,3.5,"10:08","12-Apr"
"10",83,2,"2022-04-12 09:57:00",91.1,88,3.35,3.5,"10:14","12-Apr"
"11",92,2,"2022-04-12 10:00:00",90.885,88,3.25,3.45,"10:19","12-Apr"
"12",101,2,"2022-04-12 10:04:00",90.81,88,3.35,3.5,"10:24","12-Apr"
"13",110,2,"2022-04-12 10:11:00",90.6,88,3.2,3.5,"10:30","12-Apr"
"14",119,2,"2022-04-12 10:11:00",90.764,88,3,3.2,"10:35","12-Apr"
"15",128,2,"2022-04-12 10:11:00",90.72,88,3,3.25,"10:40","12-Apr"
"16",137,2,"2022-04-12 10:27:00",90.63,88,2.85,2.99,"10:45","12-Apr"
"17",146,2,"2022-04-12 10:27:00",90.615,88,2.85,3.15,"10:51","12-Apr"
"18",155,2,"2022-04-12 10:27:00",90.6,88,2.8,2.95,"10:56","12-Apr"
"19",164,2,"2022-04-12 10:27:00",90.6003,88,2.86,2.96,"11:01","12-Apr"
"20",173,2,"2022-04-12 10:27:00",90.615,88,2.77,2.95,"11:07","12-Apr"
"21",182,2,"2022-04-12 10:27:00",90.66,88,2.84,2.97,"11:12","12-Apr"
"22",191,2,"2022-04-12 10:27:00",90.6313,88,2.81,3,"11:17","12-Apr"
"23",200,2,"2022-04-12 10:27:00",90.83,88,2.81,3.05,"11:22","12-Apr"
"24",209,2,"2022-04-12 10:27:00",90.915,88,2.87,2.98,"11:28","12-Apr"
