"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",1,1,"2022-04-11 15:59:00",15.28,15,0,0,"09:26","12-Apr"
"2",4,1,"2022-04-11 15:59:00",15.41,15,0,0,"09:31","12-Apr"
"3",7,1,"2022-04-11 15:59:00",15.51,15,0,0,"09:37","12-Apr"
"4",10,1,"2022-04-11 15:59:00",15.555,15,0,0,"09:42","12-Apr"
"5",13,1,"2022-04-12 09:32:00",15.575,15,0.5,0.53,"09:47","12-Apr"
"6",16,1,"2022-04-12 09:36:00",15.68,15,0.51,0.54,"09:53","12-Apr"
"7",19,1,"2022-04-12 09:41:00",15.63,15,0.61,0.65,"09:58","12-Apr"
"8",22,1,"2022-04-12 09:47:00",15.655,15,0.65,0.7,"10:03","12-Apr"
"9",25,1,"2022-04-12 09:52:00",15.6867,15,0.68,0.7,"10:08","12-Apr"
"10",28,1,"2022-04-12 09:57:00",15.65,15,0.68,0.72,"10:14","12-Apr"
"11",31,1,"2022-04-12 10:03:00",15.595,15,0.72,0.74,"10:19","12-Apr"
"12",34,1,"2022-04-12 10:09:00",15.665,15,0.73,0.74,"10:24","12-Apr"
"13",37,1,"2022-04-12 10:12:00",15.635,15,0.7,0.73,"10:30","12-Apr"
"14",40,1,"2022-04-12 10:18:00",15.685,15,0.7,0.73,"10:35","12-Apr"
"15",43,1,"2022-04-12 10:24:00",15.595,15,0.68,0.72,"10:40","12-Apr"
"16",46,1,"2022-04-12 10:29:00",15.565,15,0.68,0.72,"10:45","12-Apr"
"17",49,1,"2022-04-12 10:35:00",15.54,15,0.72,0.75,"10:51","12-Apr"
"18",52,1,"2022-04-12 10:41:00",15.545,15,0.65,0.68,"10:56","12-Apr"
"19",55,1,"2022-04-12 10:45:00",15.545,15,0.63,0.66,"11:01","12-Apr"
"20",58,1,"2022-04-12 10:50:00",15.56,15,0.62,0.64,"11:07","12-Apr"
"21",61,1,"2022-04-12 10:55:00",15.555,15,0.6,0.63,"11:12","12-Apr"
"22",64,1,"2022-04-12 11:01:00",15.555,15,0.6,0.63,"11:17","12-Apr"
"23",67,1,"2022-04-12 11:06:00",15.5716,15,0.59,0.64,"11:22","12-Apr"
"24",70,1,"2022-04-12 11:11:00",15.555,15,0.59,0.63,"11:28","12-Apr"
"25",73,1,"2022-04-12 11:15:00",15.565,15,0.61,0.65,"11:33","12-Apr"
"26",76,1,"2022-04-12 11:15:00",15.57,15,0.61,0.65,"11:38","12-Apr"
"27",79,1,"2022-04-12 11:28:00",15.595,15,0.61,0.65,"11:44","12-Apr"
"28",82,1,"2022-04-12 11:32:00",15.567,15,0.61,0.63,"11:49","12-Apr"
"29",85,1,"2022-04-12 11:37:00",15.5659,15,0.61,0.65,"11:54","12-Apr"
"30",88,1,"2022-04-12 11:42:00",15.55,15,0.63,0.64,"12:00","12-Apr"
"31",91,1,"2022-04-12 11:46:00",15.5599,15,0.63,0.66,"12:05","12-Apr"
"32",94,1,"2022-04-12 11:53:00",15.477,15,0.61,0.64,"12:10","12-Apr"
"33",97,1,"2022-04-12 11:53:00",15.51,15,0.61,0.64,"12:15","12-Apr"
"34",100,1,"2022-04-12 12:01:00",15.4931,15,0.61,0.64,"12:21","12-Apr"
"35",103,1,"2022-04-12 12:10:00",15.465,15,0.58,0.58,"12:26","12-Apr"
"36",106,1,"2022-04-12 12:12:00",15.48,15,0.57,0.59,"12:31","12-Apr"
"37",109,1,"2022-04-12 12:21:00",15.455,15,0.56,0.58,"12:37","12-Apr"
"38",112,1,"2022-04-12 12:25:00",15.462,15,0.53,0.57,"12:42","12-Apr"
"39",115,1,"2022-04-12 12:32:00",15.445,15,0.54,0.57,"12:47","12-Apr"
"40",118,1,"2022-04-12 12:35:00",15.4796,15,0.52,0.55,"12:53","12-Apr"
"41",121,1,"2022-04-12 12:37:00",15.465,15,0.54,0.56,"12:58","12-Apr"
"42",124,1,"2022-04-12 12:46:00",15.42,15,0.53,0.55,"13:03","12-Apr"
"43",127,1,"2022-04-12 12:52:00",15.455,15,0.56,0.57,"13:08","12-Apr"
"44",130,1,"2022-04-12 12:57:00",15.495,15,0.52,0.56,"13:14","12-Apr"
"45",133,1,"2022-04-12 13:03:00",15.48,15,0.5,0.55,"13:19","12-Apr"
"46",136,1,"2022-04-12 13:04:00",15.475,15,0.52,0.54,"13:24","12-Apr"
"47",139,1,"2022-04-12 13:09:00",15.435,15,0.54,0.58,"13:30","12-Apr"
"48",142,1,"2022-04-12 13:16:00",15.412,15,0.54,0.57,"13:35","12-Apr"
"49",145,1,"2022-04-12 13:23:00",15.405,15,0.53,0.57,"13:40","12-Apr"
"50",148,1,"2022-04-12 13:27:00",15.3571,15,0.51,0.54,"13:46","12-Apr"
"51",151,1,"2022-04-12 13:27:00",15.345,15,0.51,0.52,"13:51","12-Apr"
"52",154,1,"2022-04-12 13:41:00",15.3058,15,0.48,0.51,"13:56","12-Apr"
"53",157,1,"2022-04-12 13:43:00",15.3119,15,0.45,0.48,"14:01","12-Apr"
"54",160,1,"2022-04-12 13:51:00",15.3699,15,0.45,0.46,"14:07","12-Apr"
"55",163,1,"2022-04-12 13:56:00",15.36,15,0.41,0.42,"14:12","12-Apr"
"56",166,1,"2022-04-12 14:00:00",15.32,15,0.43,0.44,"14:17","12-Apr"
"57",169,1,"2022-04-12 14:05:00",15.345,15,0.46,0.48,"14:23","12-Apr"
"58",172,1,"2022-04-12 14:12:00",15.321,15,0.47,0.49,"14:28","12-Apr"
"59",175,1,"2022-04-12 14:14:00",15.305,15,0.43,0.45,"14:33","12-Apr"
"60",178,1,"2022-04-12 14:20:00",15.35,15,0.45,0.47,"14:38","12-Apr"
"61",181,1,"2022-04-12 14:27:00",15.33,15,0.43,0.46,"14:44","12-Apr"
"62",184,1,"2022-04-12 14:31:00",15.365,15,0.42,0.43,"14:49","12-Apr"
"63",187,1,"2022-04-12 14:37:00",15.365,15,0.46,0.48,"14:54","12-Apr"
"64",190,1,"2022-04-12 14:43:00",15.375,15,0.45,0.47,"15:00","12-Apr"
"65",193,1,"2022-04-12 14:50:00",15.305,15,0.47,0.49,"15:05","12-Apr"
"66",196,1,"2022-04-12 14:50:00",15.305,15,0.47,0.48,"15:10","12-Apr"
"67",199,1,"2022-04-12 15:00:00",15.283,15,0.46,0.49,"15:16","12-Apr"
"68",202,1,"2022-04-12 15:02:00",15.3254,15,0.46,0.49,"15:21","12-Apr"
"69",205,1,"2022-04-12 15:02:00",15.305,15,0.43,0.44,"15:26","12-Apr"
