"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",6,6,"2022-04-11 15:59:00",50.55,52,0,0,"09:26","12-Apr"
"2",15,7,"2022-04-11 15:59:00",50.42,52,0,0,"09:31","12-Apr"
"3",23,7,"2022-04-11 15:59:00",50.395,52,0,0,"09:37","12-Apr"
"4",30,6,"2022-04-11 15:59:00",51.0404,52,0,0,"09:42","12-Apr"
"5",39,7,"2022-04-11 15:59:00",50.525,52,0,0,"09:47","12-Apr"
"6",47,6,"2022-04-12 09:37:00",50.88,52,0.46,0.51,"09:52","12-Apr"
"7",55,6,"2022-04-12 09:42:00",50.98,52,0.65,0.7,"09:58","12-Apr"
"8",63,6,"2022-04-12 09:46:00",50.995,52,0.48,0.5,"10:03","12-Apr"
"9",71,6,"2022-04-12 09:53:00",50.91,52,0.6,0.64,"10:08","12-Apr"
"10",79,6,"2022-04-12 09:58:00",50.91,52,0.62,0.66,"10:14","12-Apr"
"11",87,6,"2022-04-12 10:02:00",50.9123,52,0.6,0.63,"10:19","12-Apr"
"12",95,6,"2022-04-12 10:07:00",50.95,52,0.58,0.61,"10:24","12-Apr"
"13",103,6,"2022-04-12 10:14:00",50.74,52,0.57,0.6,"10:30","12-Apr"
"14",111,6,"2022-04-12 10:18:00",50.71,52,0.55,0.6,"10:35","12-Apr"
"15",119,6,"2022-04-12 10:24:00",50.795,52,0.57,0.6,"10:40","12-Apr"
"16",127,6,"2022-04-12 10:30:00",50.63,52,0.48,0.52,"10:45","12-Apr"
"17",135,6,"2022-04-12 10:32:00",50.72,52,0.47,0.49,"10:51","12-Apr"
"18",143,6,"2022-04-12 10:39:00",50.76,52,0.46,0.48,"10:56","12-Apr"
"19",151,6,"2022-04-12 10:45:00",50.71,52,0.46,0.47,"11:01","12-Apr"
"20",159,6,"2022-04-12 10:48:00",50.7701,52,0.45,0.5,"11:07","12-Apr"
"21",167,6,"2022-04-12 10:48:00",50.79,52,0.46,0.5,"11:12","12-Apr"
"22",175,6,"2022-04-12 11:02:00",50.72,52,0.47,0.5,"11:17","12-Apr"
"23",183,6,"2022-04-12 11:06:00",50.855,52,0.48,0.51,"11:22","12-Apr"
"24",191,6,"2022-04-12 11:12:00",50.915,52,0.5,0.53,"11:28","12-Apr"
"25",199,6,"2022-04-12 11:15:00",50.905,52,0.5,0.54,"11:33","12-Apr"
"26",207,6,"2022-04-12 11:22:00",50.845,52,0.53,0.55,"11:38","12-Apr"
"27",215,6,"2022-04-12 11:25:00",50.865,52,0.53,0.55,"11:44","12-Apr"
