"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",8,1,"2022-04-11 15:56:00",51.94,50,0,0,"09:31","12-Apr"
"2",14,1,"2022-04-11 15:56:00",52.3616,50,0,0,"09:37","12-Apr"
"3",20,1,"2022-04-11 15:56:00",52.615,50,0,0,"09:42","12-Apr"
"4",40,1,"2022-04-11 15:56:00",52.56,50,1.95,2.66,"09:58","12-Apr"
"5",47,1,"2022-04-11 15:56:00",52.405,50,2.02,2.74,"10:03","12-Apr"
"6",54,1,"2022-04-11 15:56:00",52.21,50,2.08,2.99,"10:08","12-Apr"
"7",60,1,"2022-04-11 15:56:00",52.44,50,2.09,2.99,"10:14","12-Apr"
"8",67,1,"2022-04-11 15:56:00",52.45,50,2.27,2.91,"10:19","12-Apr"
"9",74,1,"2022-04-11 15:56:00",52.34,50,2.24,2.84,"10:24","12-Apr"
"10",80,1,"2022-04-11 15:56:00",52.3642,50,2.28,2.81,"10:30","12-Apr"
"11",86,1,"2022-04-12 10:17:00",52.285,50,2.42,2.57,"10:35","12-Apr"
"12",92,1,"2022-04-12 10:21:00",52.24,50,2.39,2.46,"10:40","12-Apr"
"13",98,1,"2022-04-12 10:21:00",52.29,50,2.29,2.4,"10:45","12-Apr"
"14",104,1,"2022-04-12 10:21:00",52.2541,50,2.25,2.36,"10:51","12-Apr"
"15",110,1,"2022-04-12 10:38:00",52.2494,50,2.17,2.4,"10:56","12-Apr"
"16",116,1,"2022-04-12 10:38:00",52.24,50,2.3,2.38,"11:01","12-Apr"
"17",122,1,"2022-04-12 10:38:00",52.265,50,2.32,2.41,"11:07","12-Apr"
"18",128,1,"2022-04-12 10:51:00",52.1644,50,2.23,2.36,"11:12","12-Apr"
"19",134,1,"2022-04-12 10:51:00",52.26,50,2.24,2.33,"11:17","12-Apr"
"20",140,1,"2022-04-12 10:51:00",52.35,50,2.27,2.34,"11:22","12-Apr"
"21",146,1,"2022-04-12 10:51:00",52.41,50,2.16,2.28,"11:28","12-Apr"
"22",153,1,"2022-04-12 10:51:00",52.54,50,2.25,2.39,"11:33","12-Apr"
"23",160,1,"2022-04-12 10:51:00",52.44,50,2.33,2.46,"11:38","12-Apr"
"24",167,1,"2022-04-12 10:51:00",52.477,50,2.35,2.44,"11:44","12-Apr"
"25",174,1,"2022-04-12 11:28:00",52.4825,50,2.44,2.6,"11:49","12-Apr"
"26",181,1,"2022-04-12 11:28:00",52.54,50,2.43,2.59,"11:54","12-Apr"
"27",188,1,"2022-04-12 11:28:00",52.51,50,2.43,2.54,"12:00","12-Apr"
