"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",17,9,"2022-04-11 15:59:00",219.265,230,0,0,"09:31","12-Apr"
"2",43,9,"2022-04-12 09:32:00",219.09,230,0.4,0.41,"09:47","12-Apr"
"3",52,9,"2022-04-12 09:37:00",219.76,230,0.31,0.33,"09:53","12-Apr"
"4",61,9,"2022-04-12 09:42:00",220.7,230,0.33,0.35,"09:58","12-Apr"
"5",69,8,"2022-04-12 09:47:00",221.09,230,0.36,0.37,"10:03","12-Apr"
"6",77,8,"2022-04-12 09:53:00",221.43,230,0.4,0.42,"10:08","12-Apr"
"7",86,8,"2022-04-12 09:59:00",221.155,230,0.58,0.6,"10:14","12-Apr"
"8",95,9,"2022-04-12 10:04:00",220.42,230,0.56,0.59,"10:19","12-Apr"
"9",104,9,"2022-04-12 10:09:00",220.14,230,0.55,0.56,"10:24","12-Apr"
"10",113,9,"2022-04-12 10:14:00",220.17,230,0.53,0.55,"10:30","12-Apr"
"11",122,9,"2022-04-12 10:20:00",220.24,230,0.4,0.42,"10:35","12-Apr"
"12",131,9,"2022-04-12 10:25:00",219.17,230,0.39,0.4,"10:40","12-Apr"
