"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 51 -0.000133652007564322 0.00267198293589905 0.837657061893962
2 51 390 9.46370378510641e-05 0.000802958241365663 0.291416340936409
