"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",5,5,"2022-04-08 14:35:00",84.06,83,0,0,"09:21","11-Apr"
"2",28,5,"2022-04-08 14:35:00",84.06,83,0,0,"09:27","11-Apr"
"3",51,5,"2022-04-08 14:35:00",83.17,83,0,0,"09:32","11-Apr"
"4",72,5,"2022-04-08 14:35:00",83.81,83,0,0,"09:37","11-Apr"
"5",94,5,"2022-04-08 14:35:00",84.19,83,0,0,"09:42","11-Apr"
"6",116,4,"2022-04-11 09:32:00",84.52,83,1.95,2.44,"09:48","11-Apr"
"7",137,4,"2022-04-11 09:33:00",85,83,2.02,2.45,"09:53","11-Apr"
"8",159,4,"2022-04-11 09:33:00",85.01,83,2.19,2.65,"09:58","11-Apr"
"9",182,4,"2022-04-11 09:33:00",85.21,83,2.66,2.91,"10:04","11-Apr"
"10",204,4,"2022-04-11 09:33:00",85.21,83,2.95,3.2,"10:09","11-Apr"
"11",226,3,"2022-04-11 09:55:00",85.36,83,3,3.2,"10:14","11-Apr"
"12",248,3,"2022-04-11 10:02:00",85.3915,83,3.1,3.3,"10:19","11-Apr"
"13",270,3,"2022-04-11 10:06:00",85.41,83,3.2,3.4,"10:25","11-Apr"
"14",293,4,"2022-04-11 10:11:00",85.09,83,3.35,3.5,"10:30","11-Apr"
"15",316,4,"2022-04-11 10:11:00",84.942,83,3.25,3.4,"10:35","11-Apr"
"16",339,4,"2022-04-11 10:11:00",84.78,83,3.25,3.45,"10:40","11-Apr"
"17",362,4,"2022-04-11 10:29:00",84.635,83,3.15,3.25,"10:46","11-Apr"
"18",384,4,"2022-04-11 10:29:00",84.655,83,3,3.1,"10:51","11-Apr"
"19",405,4,"2022-04-11 10:29:00",84.6,83,2.84,2.93,"10:56","11-Apr"
"20",427,4,"2022-04-11 10:29:00",84.43,83,2.84,2.95,"11:02","11-Apr"
"21",449,4,"2022-04-11 10:29:00",84.3897,83,2.74,2.88,"11:07","11-Apr"
"22",471,4,"2022-04-11 10:29:00",84.26,83,2.73,2.82,"11:12","11-Apr"
"23",493,4,"2022-04-11 10:58:00",84.53,83,2.59,2.72,"11:17","11-Apr"
"24",514,4,"2022-04-11 10:58:00",84.6042,83,2.61,2.71,"11:23","11-Apr"
"25",536,4,"2022-04-11 10:58:00",84.71,83,2.45,2.59,"11:28","11-Apr"
"26",558,4,"2022-04-11 10:58:00",84.99,83,2.6,2.72,"11:33","11-Apr"
"27",581,4,"2022-04-11 11:18:00",84.95,83,2.77,2.84,"11:39","11-Apr"
"28",604,4,"2022-04-11 11:18:00",84.815,83,2.74,2.87,"11:44","11-Apr"
"29",627,4,"2022-04-11 11:18:00",84.81,83,2.84,2.96,"11:49","11-Apr"
"30",650,4,"2022-04-11 11:35:00",84.81,83,2.97,3.1,"11:54","11-Apr"
"31",673,4,"2022-04-11 11:35:00",84.85,83,2.81,2.87,"12:00","11-Apr"
