"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 71 -1.87029533369249e-05 0.0012995660427609 0.407409290864345
2 71 76 -0.000245425340732286 0.000735649579923736 0.230623503400145
3 76 301 6.44826353186326e-06 0.000599800720162156 0.188035373363588
4 301 331 0.000101549065473585 0.000524322741316539 0.164373297851029
5 331 381 -5.6654813803822e-05 0.00057885876718497 0.181470146256219
6 381 386 -0.000274670418441403 0.000699983219515784 0.219442227402316
7 386 390 0.000338581617309264 0.000654976184107892 0.205332683311367
