"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 376 -4.74762080453776e-06 0.00107379848274744 0.336631970975429
2 376 386 -0.000331764702861485 0.00107037296271143 0.335558082736749
3 386 390 3.24040220932575e-05 0.000672923269730171 0.210959030250165
