"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 56 -8.09938760373505e-05 0.00181482729106195 0.568941843172523
2 56 131 6.06849638811301e-05 0.00109962032141407 0.344727024734787
3 131 151 -5.39850869716191e-06 0.000713789346686174 0.223770398726431
4 151 321 2.78003602719113e-05 0.000738133722525842 0.231402273191467
5 321 326 0.000359085471119262 0.000741295203194923 0.232393386036133
6 326 386 -8.23389126374021e-05 0.000818910028567249 0.256725355266662
7 386 390 0.000339114745857609 0.000636460753887179 0.199528162380485
