"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 116 -1.64109895408076e-05 0.00128996558695664 0.404399582421302
2 116 141 9.68589614975368e-05 0.000866459442081287 0.27163192577047
3 141 301 4.69923365785351e-06 0.000568212406174845 0.178132550284408
4 301 331 0.000147734521008585 0.000538324764869379 0.16876288198806
5 331 386 -5.09981051708596e-05 0.000582851628555661 0.182721893967399
6 386 390 0.00024984136540801 0.000420463707419592 0.131813863426351
