"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 236 -4.21564017538007e-05 0.00166146506354123 0.520863335190849
2 236 241 0.000780070852643673 0.00124617390282308 0.390671046593523
3 241 321 4.25253313457277e-05 0.00135576556754066 0.42502764020871
4 321 346 6.5439098123509e-05 0.00131242351878589 0.411440063458647
5 346 390 -2.77729341682242e-05 0.000989104176655239 0.342549183524469
