"","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date"
"1",1,1,"2022-04-12 10:52:00",52.92,50.5,2.44,2.76,"10:29","13-Apr"
"2",12,1,"2022-04-12 10:52:00",52.83,50.5,2.29,2.64,"10:34","13-Apr"
"3",22,1,"2022-04-12 10:52:00",52.7905,50.5,2.33,2.57,"10:40","13-Apr"
"4",32,1,"2022-04-12 10:52:00",52.84,50.5,2.35,2.51,"10:45","13-Apr"
"5",42,1,"2022-04-12 10:52:00",52.88,50.5,2.24,2.43,"10:51","13-Apr"
"6",53,1,"2022-04-12 10:52:00",52.965,50.5,2.27,2.39,"10:56","13-Apr"
"7",64,1,"2022-04-12 10:52:00",52.93,50.5,2.32,2.42,"11:01","13-Apr"
"8",75,1,"2022-04-12 10:52:00",52.89,50.5,2.36,2.46,"11:07","13-Apr"
"9",86,1,"2022-04-12 10:52:00",52.845,50.5,2.42,2.51,"11:12","13-Apr"
"10",96,1,"2022-04-12 10:52:00",52.8799,50.5,2.41,2.49,"11:18","13-Apr"
"11",107,1,"2022-04-12 10:52:00",52.87,50.5,2.38,2.63,"11:23","13-Apr"
"12",118,1,"2022-04-12 10:52:00",52.9087,50.5,2.36,2.58,"11:28","13-Apr"
"13",129,1,"2022-04-12 10:52:00",53.065,50.5,2.37,2.46,"11:33","13-Apr"
"14",140,1,"2022-04-12 10:52:00",53.03,50.5,2.35,2.44,"11:39","13-Apr"
"15",151,1,"2022-04-12 10:52:00",53.04,50.5,2.34,2.45,"11:44","13-Apr"
"16",162,1,"2022-04-12 10:52:00",52.95,50.5,2.44,2.58,"11:49","13-Apr"
"17",173,1,"2022-04-12 10:52:00",52.94,50.5,2.5,2.6,"11:54","13-Apr"
"18",184,1,"2022-04-12 10:52:00",52.995,50.5,2.48,2.59,"12:00","13-Apr"
"19",195,1,"2022-04-12 10:52:00",52.9734,50.5,2.45,2.52,"12:05","13-Apr"
"20",206,1,"2022-04-12 10:52:00",53.05,50.5,2.41,2.5,"12:10","13-Apr"
"21",217,1,"2022-04-12 10:52:00",53.0801,50.5,2.43,2.52,"12:16","13-Apr"
"22",228,1,"2022-04-12 10:52:00",53.07,50.5,2.44,2.51,"12:21","13-Apr"
"23",239,1,"2022-04-12 10:52:00",53.115,50.5,2.46,2.61,"12:26","13-Apr"
"24",250,1,"2022-04-12 10:52:00",53.1032,50.5,2.53,2.65,"12:31","13-Apr"
"25",261,1,"2022-04-12 10:52:00",53.125,50.5,2.52,2.61,"12:37","13-Apr"
"26",272,1,"2022-04-12 10:52:00",53.155,50.5,2.6,2.67,"12:42","13-Apr"
"27",283,1,"2022-04-12 10:52:00",53.14,50.5,2.6,2.67,"12:47","13-Apr"
"28",294,1,"2022-04-12 10:52:00",53.135,50.5,2.61,2.69,"12:53","13-Apr"
"29",305,1,"2022-04-12 10:52:00",53.13,50.5,2.62,2.72,"12:58","13-Apr"
"30",366,1,"2022-04-12 10:52:00",53.14,50.5,2.66,2.75,"13:28","13-Apr"
"31",387,1,"2022-04-12 10:52:00",53.155,50.5,2.65,2.73,"13:39","13-Apr"
"32",398,1,"2022-04-12 10:52:00",53.15,50.5,2.57,2.7,"13:44","13-Apr"
"33",439,1,"2022-04-12 10:52:00",53.135,50.5,2.68,2.75,"14:05","13-Apr"
"34",480,1,"2022-04-12 10:52:00",53.13,50.5,2.69,2.81,"14:26","13-Apr"
"35",491,1,"2022-04-12 10:52:00",53.116,50.5,2.64,2.75,"14:32","13-Apr"
"36",512,1,"2022-04-12 10:52:00",53.14,50.5,2.61,2.73,"14:42","13-Apr"
