"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 96 -2.50807351257826e-05 0.000912827576958995 0.286168169660851
2 96 301 -9.53495636848741e-06 0.00052278020587449 0.163889718525392
3 301 331 0.000131559467956964 0.000728516672752624 0.228387362598705
4 331 390 0.000119758165970985 0.000973115275049839 0.256771057413517
