"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 36 5.02755951300064e-05 0.00103833974414842 0.325515783669642
2 36 86 7.76811009978647e-06 0.000566068367753339 0.177460401933228
3 86 91 0.000154415580793247 0.000442075462588684 0.138589071117272
4 91 161 2.14473177066187e-05 0.000447424908049206 0.140266103072461
5 161 271 -3.90105290875799e-07 0.000327100075389904 0.102544699823919
6 271 286 -7.05246030073603e-05 0.000351182203971928 0.110094360714767
7 286 331 3.13538572429766e-05 0.000289281909676411 0.0906888405846362
8 331 390 2.63631439579119e-05 0.000522647445343974 0.137575472408471
