"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 101 -5.02926445349305e-05 0.00190349205449107 0.596737928330743
2 101 271 1.02978692501386e-06 0.000841460282675037 0.263794779007026
3 271 301 -8.12872118514552e-05 0.000822898240147904 0.257975645285351
4 301 390 0.000188730479256179 0.000760508353966971 0.240320292032107
