"Regime" "Start Time" "End Time" "Mean" "Standard Deviation" "Volatility"
1 1 81 -6.9756705668513e-05 0.00114384515186706 0.358591350379349
2 81 296 3.0052647446124e-05 0.00061650647025622 0.19327256606887
3 296 301 -0.00027767592916339 0.000419308209414129 0.131451618948186
4 301 331 0.000172840258035765 0.000436119117558499 0.136721778324875
5 331 390 0.00022316445955887 0.000624395666958022 0.192530435891287
